data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8166613,854,BFO4814,4814,"16 June 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Burkina Faso (2015-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa","Burkina Faso",Sahel,Yagha,Mansila,Botontonga,13.2161,0.6985,2,"Undisclosed Source","Local partner-Other","On 16 June 2021, the Burkinabe Air Force conducted airstrike against presumed JNIM positions near the village of Botontonga (Mansila, Yagha). Casualties are unknown.",0,1624310473,BFA
8166124,854,BFO4812,4812,"16 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Burkina Faso)",,6,,,0,60,"Western Africa","Burkina Faso",Hauts-Bassins,Houet,Bobo-Dioulasso,Bobo-Dioulasso,11.1772,-4.2979,1,"Actualite (Burkina Faso)",National,"On 16 June 2021, a number of children staged a demonstration march in the town of Bobo-Dioulasso (Bobo-Dioulasso, Houet). The demonstrators denounced the conditions of street children and handed over a message calling for child protection to a governor representative. [size=no report]",0,1624310472,BFA
8166403,566,NIG21071,21071,"15 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,"Nigeria Punch",National,"On 15 June 2021, students of the Rivers State College of Health Science and Management Technology took to the streets in Port Harcourt (Port Harcourt LGA, Rivers) to protest the absence of electricity, poor sanitation and alleged neglect by the state government. [size=no report]",0,1624310473,NGA
8166673,204,BEN551,551,"15 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Benin)",,6,,,0,60,"Western Africa",Benin,Littoral,Cotonou,,Cotonou,6.3557,2.4353,1,"Visages du Benin",National,"On 15 June 2021, a number of people took part in a demonstration march organized by the Platform of Organizations for the Protection and Defense of the Interests of the Elderly, on the World Elder Abuse Awareness Day, in the city of Cotonou (Cotonou, Littoral). The Minister of Social Affairs and Microfinance participated in the march. [size=no report]",0,1624310473,BEN
8166166,566,NIG21063,21063,"15 June 2021",2021,2,Battles,"Armed clash","Adagbo Communal Militia (Nigeria)",,4,"Aila Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,Agatu,,Aila,7.872,8.0083,1,Blueprint,National,"Around 15 June 2021 (as reported), Adagbo and Aila communal militias engaged in an armed clash at Adagbo and Aila communities (Agatu LGA, Benue). Nine reported fatalities. Fatalities split across two events.",4,1624310472,NGA
8166173,566,NIG21062,21062,"15 June 2021",2021,2,Battles,"Armed clash","Adagbo Communal Militia (Nigeria)",,4,"Aila Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,Agatu,,Adagbo,7.8731,8.046,1,Blueprint,National,"Around 15 June 2021 (as reported), Adagbo and Aila communal militias engaged in an armed clash at Adagbo and Aila communities (Agatu LGA, Benue). Nine reported fatalities. Fatalities split across two events.",5,1624310472,NGA
8166175,566,NIG21064,21064,"15 June 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Private Security Forces (Nigeria)","Government of Nigeria (2015-)",8,38,"Western Africa",Nigeria,Imo,Orsu,,Awo-Idemili,5.8264,6.9337,2,Blueprint,National,"On 15 June 2021, unidentified armed men clashed with private security forces guarding the residence of a Imo State Lawmaker at Obibi in Awo-Idemili (Orsu LGA, Imo). One reported fatality.",1,1624310472,NGA
8166179,566,NIG21065,21065,"15 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Former Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Imo,Orsu,,Awo-Idemili,5.8264,6.9337,2,Blueprint,National,"Property destruction: On 15 June 2021, unknown armed men set the residence of the former Imo State Commissioner for Justice in Orsu LGA (Imo) (coded to Awo-Idemili) ablaze. Unknown reason for property destruction.",0,1624310472,NGA
8166180,566,NIG21068,21068,"15 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Enugu,"Enugu North",,Enugu,6.4426,7.5022,2,Blueprint,National,"On 15 June 2021, unidentified gunmen abducted two staff and the manager of Rivers United Football Club along Enugu road (Enugu North LGA, Enugu). Kidnapped manager was later released. Reason for abduction unknown.",0,1624310472,NGA
8165957,204,BEN552,552,"15 June 2021",2021,1,Riots,"Mob violence","Rioters (Benin)","Vigilante Group (Benin)",5,"Civilians (Benin)",,7,57,"Western Africa",Benin,Borgou,Tchaourou,,Yebessi,9.3381,2.1365,1,"Daabaaru; Benin Web TV",National,"On 15 June 2021, a number of residents captured four motorcycle thieves and assaulted one of them severely in the village of Yebessi (Tchaourou, Borgou). [size=no report]",0,1624310472,BEN
8166474,566,NIG21072,21072,"15 June 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Delta,"Warri South",,Warri,5.5167,5.75,1,"Sahara Reporters",Regional,"Around 15 June 2021 (as reported), residents staged a demonstration in Warri (Warri South LGA, Delta) over the death of a young man who visited his friend in Okere Prison in the same area. [size=no report]",0,1624310473,NGA
8166478,466,MLI5229,5229,"15 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Dan Na Ambassagou",,4,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Douentza,Dianwely,"Dianveli Kesel",14.899,-2.8982,1,Signal,"New media","On 15 June 2021, Dana Ambassagou militiamen abducted between four and seven Dogon men in the village of Dianveli Kesel (Douentza, Mopti).",0,1624310473,MLI
8166486,562,NIR14066,14066,"15 June 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Greater Sahara Faction",,2,"Military Forces of Niger (2021-)",,1,12,"Western Africa",Niger,Tillaberi,Ayerou,Inates,Amalgou,15.0633,1.2347,2,Signal,"New media","On 15 June 2021, a Nigerien armored vehicle struck an IED near Amalgou (Ayerou, Tillaberi). Casualties are unknown. The device was likely planted by ISWAP (Greater Sahara) militants.",0,1624310473,NER
8166248,566,NIG21069,21069,"15 June 2021",2021,2,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Plateau,"Jos North",,Jos,9.9285,8.8921,1,"Daily Independent (Nigeria)",National,"Around 15 June 2021 (as reported), unidentified gunmen attacked and killed a management staff of the Plateau State Sports Council in Jos (Jos North LGA, Plateau). Unknown reason for attack.",1,1624310472,NGA
8166249,566,NIG21066,21066,"15 June 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,"Daily Independent (Nigeria)",National,"On 15 June 2021, ISWAP clashed with Nigerian military troops at Kwamdi village (Damboa LGA, Borno) and seized weapons and ammunition. Property damage also reported. No reported fatalities.",0,1624310472,NGA
8166252,566,NIG21070,21070,"15 June 2021",2021,1,"Strategic developments","Looting/property destruction","Oleri Communal Miltiia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Delta,Udu,,Obubu,5.4446,5.8068,1,"Daily Independent (Nigeria)",National,"Property destruction: On 15 June 2021, Oleri communal militia set on fire no fewer than seventeen residential apartments in Obubu (Udu LGA, Delta) over a boundary dispute between the two communities.",0,1624310472,NGA
8166527,466,MLI5232,5232,"15 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Twitter,"New media","On 15 June 2021, a number of people demonstrated in the town of Kidal (Kidal, Kidal). The demonstrators expressed their solidarity with the population of Aguelhok who demand that MINUSMA relocate the military camp away from residential areas. [size=no report]",0,1624310473,MLI
8166038,466,MLI5231,5231,"15 June 2021",2021,1,Battles,"Armed clash","Military Forces of France (2017-)","Military Forces of Niger (2021-)",8,"Islamic State (West Africa) - Greater Sahara Faction",,2,28,"Western Africa",Mali,Menaka,Menaka,Menaka,"In Araban",15.5251,1.9344,2,"aBamako; Armee Francaise; Twitter; RFI; Forces Armees Nigeriennes","Other-New media","On 15 June 2021, French and Nigerien forces and ISWAP (Greater Sahara) militants clashed near In Araban (Menaka, Menaka). At least ten militants including a senior commander and one Nigerien soldier were killed. One Nigerien and two French soldiers were also wounded.",11,1624310472,MLI
8166563,854,BFO4806,4806,"15 June 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Burkina Faso (2015-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa","Burkina Faso",Est,Tapoa,Logobou,"Arly National Park",11.5833,1.4667,1,"Undisclosed Source","Local partner-Other","On 15 June 2021, the Burkinabe Air Force conducted airstrike against presumed JNIM militants positions in the Arly National Park (Logobou, Taboa). Casualties are unknown.",0,1624310473,BFA
8166565,854,BFO4810,4810,"15 June 2021",2021,2,Battles,"Armed clash","Military Forces of Burkina Faso (2015-)",,1,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,12,"Western Africa","Burkina Faso",Cascades,Comoe,Mangodara,Massade-Yirikoro,9.7076,-4.4059,2,"Undisclosed Source","Local partner-Other","Around 15 June 2021 (between 15 - 16 June), the Burkinabe army killed one presumed Katiba Macina (JNIM) militant, seized motorcycles, and destroyed IEDs in the area of Massade-Yirikoro (Mangodara, Comoe).",1,1624310473,BFA
8166571,854,BFO4808,4808,"15 June 2021",2021,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"VDP: Volunteer for Defense of Homeland",,4,24,"Western Africa","Burkina Faso",Sahel,Yagha,Mansila,Bognori,13.181,0.5968,1,"Undisclosed Source","Local partner-Other","On 15 June 2021, presumed JNIM militants attacked a volunteer fighter (VDP) position in the village of Bognori (Mansila, Yagha). The VDP fighters routed the militants and recovered equipment. No casualties were reported.",0,1624310473,BFA
8166061,566,NIG21067,21067,"15 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Edo,Uhunmwode,,Ehor,6.6156,5.9838,2,"Daily Independent (Nigeria); Blueprint",National,"On 15 June 2021, unidentified gunmen clashed with police operatives attached to an expatriate along the Benin-Auchi expressway (coded to Ehor, Uhunmwode LGA, Edo). At least one reported fatality.",1,1624310472,NGA
8166319,324,GUI2040,2040,"15 June 2021",2021,1,Riots,"Violent demonstration","Rioters (Guinea)",,5,"Civilians (Guinea)","Labour Group (Guinea)",7,57,"Western Africa",Guinea,Kankan,Kankan,Kankan-Centre,Kankan,10.3854,-9.3057,1,"Guinee Matin",National,"On 15 June 2021, several football gamblers demonstrated in Kankan town (Kankan-Centre, Kankan) accusing the gambling company of not willing to pay them their gains. They attacked and damaged several offices of the company. [size=several]",0,1624310473,GIN
8166577,854,BFO4809,4809,"15 June 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Burkina Faso (2015-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa","Burkina Faso",Est,Tapoa,Logobou,Doudodo,11.616,1.4587,2,"Undisclosed Source","Local partner-Other","On 15 June 2021, the Burkinabe Air Force conducted airstrike against presumed JNIM militants positions in the area of Doudodo (Logobou, Taboa). Casualties are unknown.",0,1624310473,BFA
8166091,686,SEN1342,1342,"15 June 2021",2021,1,Riots,"Violent demonstration","Rioters (Senegal)","Students (Senegal)",5,"Police Forces of Senegal (2012-)",,1,15,"Western Africa",Senegal,Thies,Thies,"Keur Moussa",Thies,14.7915,-16.9256,1,"Sen360; GardaWorld",Other-National,"On 15 June 2021, students demonstrated at Iba Der Thiam University in Thies town (Keur Moussa, Thies), over the failure to complete the construction of several structures at the facility. They erected barricades, and burnt tires on roads. They also burnt a car down, and clashed with the police forces who attempted to disperse them. [size=no report]",0,1624310472,SEN
8166624,466,MLI5230,5230,"15 June 2021",2021,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,27,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,"Undisclosed Source","Local partner-Other","On 15 June 2021, JNIM militants killed two Fulani leaders accused of being ISWAP (Greater Sahara) supporters on the road between Gossi (Gourma-Rharous, Tombouctou) and Gao (Gao, Gao).",2,1624310473,MLI
8166125,854,BFO4807,4807,"15 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Burkina Faso)","Labour Group (Burkina Faso)",6,,,0,60,"Western Africa","Burkina Faso",Hauts-Bassins,Houet,Bobo-Dioulasso,Bobo-Dioulasso,11.1772,-4.2979,1,"Actualite (Burkina Faso)",National,"On 15 June 2021, a number of cashew traders and exporters demonstrated in the city of Bobo-Dioulasso (Bobo-Dioulasso, Houet). The demonstrators denounced a process initiated by the Burkinabe Cashew Council (CBA) on the establishment of professional approvals for the marketing of raw cashew nuts in Burkina Faso. [size=no report]",0,1624310472,BFA
8166672,566,NIG21059,21059,"14 June 2021",2021,1,"Violence against civilians",Attack,"Bonta Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Women (Nigeria)",7,47,"Western Africa",Nigeria,Benue,Oju,,Oju,6.8454,8.4174,2,"Vanguard (Nigeria)",National,"On 14 June 2021, Bonta Communal Militia attacked Ukpute community (Oju LGA, Benue) [coded to Oju] over the terms and conditions of peace brokered by the State Government between the two communities. Militiamen killed an unspecified number of women and children. Unknown fatalities coded as 3.",3,1624310473,NGA
8166167,566,NIG21052,21052,"14 June 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Women (Nigeria); Catholic Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Imo,Nkwangele,,Amaigbo,5.7301,7.1151,2,Blueprint,National,"Around 14 June 2021 (as reported), an unidentified armed group abducted a Reverend Sister at Isu (Nwangele LGA, Imo) [coded to Amaigbo). Reason for abduction unknown.",0,1624310472,NGA
8166174,566,NIG21061,21061,"14 June 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Women (Nigeria); Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Imo,"Owerri West",,Umuoguma,5.4678,6.9676,2,Blueprint,National,"Around 14 June 2021 (as reported), an unidentified armed group invaded a church in Owerri West LGA (Imo) (coded to Umuoguma) and abducted a female worshipper. Reason for abduction unknown.",0,1624310472,NGA
8166481,466,MLI5227,5227,"14 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,Haire,"Ouro Fassi",15.1713,-2.0216,1,Signal,"New media","On 14 June 2021, unknown gunmen abducted two individuals in the hamlet of Ouro Fassi (Douentza, Mopti).",0,1624310473,MLI
8165970,854,BFO4800,4800,"14 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Burkina Faso)","Teachers (Burkina Faso)",6,,,0,60,"Western Africa","Burkina Faso",Hauts-Bassins,Houet,Bobo-Dioulasso,Bobo-Dioulasso,11.1772,-4.2979,1,"Actualite (Burkina Faso); Sidwaya","New media-National","On 14 June 2021, a number of teachers demonstrated in the city of Bobo-Dioulasso (Bobo-Dioulasso, Houet). The demonstrators called for improved living and working conditions. [size=no report]",0,1624310472,BFA
8165971,854,BFO4801,4801,"14 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Burkina Faso)",,3,"Civilians (Burkina Faso)",,7,37,"Western Africa","Burkina Faso",Centre-Ouest,Sanguie,Zamo,Bounga,11.9471,-2.723,2,"Facebook; Signal","New media","Looting: On 14 June 2021, unknown gunmen seized a tricycle on the road between Bounga (Zamo, Sanguie) and Boromo (Boromo, Bale).",0,1624310472,BFA
